State,County FIPS,County Name, Solar , Wind , Hydroelectric , Low-Impact Hydroelectric , Natural Gas , Coal , Oil & Other FF , Other , Traditional TDS , Storage , Smart Grid , Micro Grid , Other Grid Mod , Coal .1, Petroleum , Natural Gas .1, Woody Biomass , Corn Ethanol , Other Clean Fuels , Other .1, ENERGY STAR & Efficient Lighting , Traditional HVAC , High Efficiency HVAC & Renewable H&C , Advanced Materials & Insulation ,Other, MV ,state_id,state_abbr,county_state_name,county_id,county_name,latitude,longitude,population,population_cohort,employment,employment_cohort,doe_climate_zone,cohort,residential_electricity_consumption,residential_electricity_expenditures,residential_electricity_utility_customers,residential_gas_consumption,residential_gas_expenditures,residential_gas_utility_customers,occuped_housing_units,commercial_electricity_consumption,commercial_electricity_expenditures,commercial_electricity_utility_customers,commercial_gas_consumption,commercial_gas_expenditures,commercial_gas_utility_customers,road_gas_consumption,road_diesel_consumption,road_miles_traveled,industry_electricity_consumption,industry_electricity_expenditures,industry_gas_consumption,residential_electricity_ghg,residential_gas_ghg,commercial_electricity_ghg,commercial_gas_ghg,industry_electricity_ghg,industry_gas_ghg,road_gas_ghg,road_diesel_ghg,egrid_primary_subregion,CO2 equivalent total output emission rate (mton/MWh),CO2 equivalent total output emission rate (mton/Mcf),CO2 equivalent total output emission rate (mton/gallon),CO2 equivalent total output emission rate (mton/gallon).1
TX,48481,Wharton County,8,4,8,2,25,6,1,6,185,11,3,6,9,310,289,754,7,7,15,8,43,27,30,19,13,239,48.0,TX,"Wharton County, TX",48481.0,Wharton County,29.27848,-96.229674,41377.0,7.0,22788.0,5.0,2.0,20705.0,235141.0,26829.0,17297.0,225625.0,2670.0,5706.0,14979.0,192333.0,15963.0,3276.0,271686.0,1761.0,638.0,30226336.0,14974072.0,616956538.0,150097.0,7997.0,645156.0,108159.0,12405.0,88469.0,14937.0,69041.0,35471.0,326308.0,189500.0,ERCT,0.459976761,0.054980794,0.01079549,0.012655217
TX,48483,Wheeler County,5,8,18,4,3,6,9,7,67,6,5,5,5,9,2,211,1,1,1,7,5,3,2,6,6,11,48.0,TX,"Wheeler County, TX",48483.0,Wheeler County,35.392593,-100.253107,5642.0,2.0,3277.0,1.0,3.0,30201.0,28909.0,2843.0,3044.0,91063.0,1096.0,3001.0,2330.0,40147.0,2921.0,899.0,105943.0,428.0,485.0,9065736.0,9893673.0,236926836.0,84889.0,4523.0,2183887.0,16455.0,5007.0,22852.0,5825.0,48318.0,120072.0,97869.0,125207.0,SPSO,0.569192643,0.054980794,0.01079549,0.012655217
TX,48485,Wichita County,24,38,1,2,5,7,1,31,166,15,9,7,3,7,694,152,3,7,6,46,141,83,109,65,39,723,48.0,TX,"Wichita County, TX",48485.0,Wichita County,33.991103,-98.716851,132148.0,10.0,89814.0,9.0,3.0,31009.0,645284.0,72008.0,55255.0,1330644.0,16051.0,29735.0,48615.0,668352.0,54181.0,9081.0,611947.0,4081.0,2020.0,56884642.0,19084699.0,1069110652.0,1147750.0,61151.0,19988391.0,296816.0,73160.0,307426.0,33645.0,527938.0,1098978.0,614098.0,241521.0,ERCT,0.459976761,0.054980794,0.01079549,0.012655217
TX,48487,Wilbarger County,3,6,7,8,2,55,1,3,129,5,3,3,3,2,59,5,4,5,9,6,8,5,7,4,4,55,48.0,TX,"Wilbarger County, TX",48487.0,Wilbarger County,34.08492,-99.24244,13061.0,4.0,5793.0,2.0,3.0,30402.0,68914.0,7713.0,6190.0,151341.0,1826.0,3680.0,5219.0,126172.0,10237.0,2092.0,72578.0,484.0,299.0,11561747.0,6636801.0,245124864.0,164094.0,8743.0,1785201.0,31699.0,8321.0,58036.0,3990.0,75479.0,98152.0,124815.0,83990.0,ERCT,0.459976761,0.054980794,0.01079549,0.012655217
TX,48489,Willacy County,5,21,2,1,4,3,4,40,102,5,5,1,9,33,18,3,1,1,5,7,4,8,4,9,7,13,48.0,TX,"Willacy County, TX",48489.0,Willacy County,26.480381,-97.583256,21944.0,5.0,3528.0,1.0,2.0,20501.0,90556.0,10538.0,7177.0,387317.0,5139.0,9202.0,5798.0,66896.0,6142.0,1129.0,0.0,0.0,0.0,7980619.0,5113898.0,173732745.0,25550.0,1361.0,9069.0,41653.0,21295.0,30771.0,0.0,11752.0,499.0,86155.0,64717.0,ERCT,0.459976761,0.054980794,0.01079549,0.012655217
TX,48491,Williamson County,696,197,6,1,10,12,7,95,1626,88,13,18,20,1,219,126,2,4,5,65,722,536,550,319,219,2656,48.0,TX,"Williamson County, TX",48491.0,Williamson County,30.64903,-97.605069,490619.0,13.0,302286.0,12.0,2.0,21312.0,2136392.0,237392.0,191235.0,3829703.0,46065.0,101927.0,165425.0,2391491.0,194992.0,22161.0,2201317.0,14687.0,4565.0,225479812.0,75366216.0,4371447267.0,542694.0,28914.0,2796680.0,982691.0,210560.0,1100030.0,121030.0,249626.0,153764.0,2434165.0,953776.0,ERCT,0.459976761,0.054980794,0.01079549,0.012655217
TX,48493,Wilson County,4,11,9,5,5,3,6,4,99,4,7,2,6,7,306,341,6,2,5,7,69,25,30,16,11,140,48.0,TX,"Wilson County, TX",48493.0,Wilson County,29.173883,-98.086734,46444.0,7.0,12701.0,4.0,2.0,20704.0,239518.0,26430.0,27617.0,99884.0,1182.0,1886.0,15474.0,186892.0,21131.0,3912.0,107654.0,698.0,316.0,16797570.0,9318650.0,356486337.0,82510.0,4396.0,540955.0,110173.0,5492.0,85966.0,5919.0,37953.0,29742.0,181338.0,117930.0,ERCT,0.459976761,0.054980794,0.01079549,0.012655217
TX,48495,Winkler County,4,7,8,7,3,7,4,5,231,17,8,3,5,9,443,378,5,9,9,1,19,8,10,4,7,28,48.0,TX,"Winkler County, TX",48495.0,Winkler County,31.831415,-103.055986,7723.0,3.0,3502.0,1.0,3.0,30301.0,32932.0,3685.0,2973.0,96791.0,1159.0,2266.0,2623.0,15157.0,1237.0,402.0,15348.0,102.0,88.0,8420073.0,5155886.0,176222536.0,135211.0,7204.0,3895184.0,15148.0,5322.0,6972.0,844.0,62194.0,214160.0,90899.0,65249.0,ERCT,0.459976761,0.054980794,0.01079549,0.012655217
TX,48497,Wise County,6,13,5,8,49,1,5,9,383,6,8,8,3,236,382,1855,3,8,2,39,65,36,44,27,17,578,48.0,TX,"Wise County, TX",48497.0,Wise County,33.219095,-97.653997,62089.0,8.0,36064.0,6.0,3.0,30806.0,359535.0,39921.0,23649.0,223313.0,2684.0,3817.0,21427.0,210201.0,16998.0,4036.0,195236.0,1303.0,785.0,39484830.0,19652957.0,815475150.0,284385.0,15152.0,12183752.0,165378.0,12278.0,96688.0,10734.0,130810.0,669872.0,426258.0,248712.0,ERCT,0.459976761,0.054980794,0.01079549,0.012655217
TX,48499,Wood County,26,9,24,23,52,7,9,5,445,1,8,4,3,3,17,231,8,6,4,11,24,12,18,12,3,230,48.0,TX,"Wood County, TX",48499.0,Wood County,32.783588,-95.382166,43198.0,7.0,17447.0,5.0,3.0,30705.0,250186.0,26484.0,27552.0,177207.0,2122.0,3278.0,16097.0,242121.0,19247.0,4449.0,129045.0,849.0,522.0,18891640.0,9435956.0,383256476.0,158066.0,8422.0,4140711.0,115080.0,9743.0,111370.0,7095.0,72707.0,227660.0,203945.0,119414.0,ERCT,0.459976761,0.054980794,0.01079549,0.012655217
TX,48501,Yoakum County,7,7,7,8,1,3,5,5,125,6,2,6,1,9,472,304,5,9,5,4,17,8,6,3,7,20,48.0,TX,"Yoakum County, TX",48501.0,Yoakum County,33.162398,-102.832242,8316.0,3.0,4664.0,1.0,4.0,40301.0,33206.0,3595.0,3139.0,86577.0,1044.0,1684.0,2674.0,89993.0,7114.0,1467.0,35897.0,239.0,169.0,4766412.0,2882974.0,100440575.0,72717.0,3874.0,4515531.0,18901.0,4760.0,51224.0,1974.0,41390.0,248267.0,51456.0,36485.0,SPSO,0.569192643,0.054980794,0.01079549,0.012655217
TX,48503,Young County,3,52,2,3,33,3,4,3,58,8,5,6,1,3,484,148,5,3,7,9,14,7,9,3,9,122,48.0,TX,"Young County, TX",48503.0,Young County,33.158788,-98.678281,18275.0,5.0,11253.0,4.0,3.0,30504.0,105767.0,11836.0,8544.0,167383.0,2005.0,3841.0,7146.0,105998.0,8651.0,2026.0,100899.0,674.0,341.0,8192821.0,4440701.0,168042989.0,521210.0,27770.0,8526716.0,48650.0,9203.0,48756.0,5548.0,239744.0,468806.0,88446.0,56198.0,ERCT,0.459976761,0.054980794,0.01079549,0.012655217
TX,48505,Zapata County,5,62,2,3,8,6,5,2,3,8,8,8,3,7,11,391,3,5,8,4,5,5,9,3,8,25,48.0,TX,"Zapata County, TX",48505.0,Zapata County,26.996981,-99.182603,14335.0,4.0,2996.0,1.0,2.0,20401.0,67107.0,8084.0,6240.0,168103.0,2249.0,2131.0,4501.0,29220.0,2683.0,510.0,0.0,0.0,0.0,5808143.0,3581290.0,123445914.0,83450.0,4446.0,1589306.0,30868.0,9242.0,13441.0,0.0,38385.0,87381.0,62702.0,45322.0,ERCT,0.459976761,0.054980794,0.01079549,0.012655217
TX,48507,Zavala County,2,5,2,8,3,4,6,2,7,7,7,3,3,7,154,6,7,5,4,6,10,4,5,6,4,1,48.0,TX,"Zavala County, TX",48507.0,Zavala County,28.864652,-99.75983,12107.0,4.0,2808.0,1.0,2.0,20401.0,48351.0,5828.0,4313.0,160283.0,2126.0,911.0,3638.0,45545.0,4190.0,642.0,0.0,0.0,0.0,9550943.0,5217999.0,195685850.0,31970.0,1703.0,224597.0,22240.0,8812.0,20949.0,0.0,14706.0,12349.0,103107.0,66035.0,ERCT,0.459976761,0.054980794,0.01079549,0.012655217
UT,49001,Beaver County,7,6,8,6,5,7,7,373,5,6,7,8,6,4,3,1,1,3,5,1,9,5,8,6,3,47,49.0,UT,"Beaver County, UT",49001.0,Beaver County,38.357535,-113.238948,6437.0,2.0,3299.0,1.0,5.0,50201.0,19687.0,2282.0,2925.0,133647.0,1219.0,1811.0,2261.0,10080.0,888.0,234.0,60587.0,450.0,134.0,10389046.0,7237498.0,336096834.0,164098.0,10378.0,34898.0,5853.0,7348.0,2997.0,3331.0,48784.0,1919.0,112155.0,91592.0,NWPP,0.297287372,0.054980794,0.01079549,0.012655217
UT,49003,Box Elder County,6,7,8,5,29,2,7,5,18,7,8,8,7,4,22,4,9,5,6,13,200,96,202,255,119,1573,49.0,UT,"Box Elder County, UT",49003.0,Box Elder County,41.621883,-113.043653,51528.0,7.0,34607.0,6.0,6.0,60706.0,144663.0,16423.0,17990.0,1116202.0,10184.0,16576.0,16655.0,114557.0,10340.0,2053.0,360858.0,2679.0,1001.0,36369588.0,20097954.0,1089180479.0,1116809.0,70629.0,1751512.0,43006.0,61370.0,34056.0,19840.0,332013.0,96300.0,392628.0,254344.0,NWPP,0.297287372,0.054980794,0.01079549,0.012655217
UT,49005,Cache County,22,15,9,7,43,9,8,7,61,134,3,2,2,1,13,3,8,9,5,14,169,90,196,262,126,927,49.0,UT,"Cache County, UT",49005.0,Cache County,41.734168,-111.744568,118824.0,9.0,84657.0,8.0,6.0,60908.0,287938.0,32867.0,38961.0,2534043.0,23121.0,36017.0,36093.0,345894.0,29846.0,4617.0,1182917.0,8782.0,2591.0,30562045.0,12352112.0,814038995.0,601211.0,38022.0,1743649.0,85600.0,139324.0,102830.0,65038.0,178732.0,95867.0,329932.0,156319.0,NWPP,0.297287372,0.054980794,0.01079549,0.012655217
UT,49007,Carbon County,12,9,6,3,4,30,6,1,22,8,5,2,3,892,58,73,2,6,7,1,28,13,24,30,18,86,49.0,UT,"Carbon County, UT",49007.0,Carbon County,39.673284,-110.588484,20733.0,5.0,11385.0,4.0,6.0,60504.0,64551.0,7482.0,9548.0,513903.0,4689.0,7386.0,7744.0,69984.0,6166.0,1102.0,276021.0,2049.0,630.0,11769520.0,5647242.0,325944524.0,227763.0,14404.0,531888.0,19190.0,28255.0,20805.0,15176.0,67711.0,29244.0,127058.0,71467.0,NWPP,0.297287372,0.054980794,0.01079549,0.012655217
UT,49009,Daggett County,1,3,6,3,7,2,2,6,2,2,8,2,1,9,3,2,5,2,8,4,6,9,5,7,7,2,49.0,UT,"Daggett County, UT",49009.0,Daggett County,40.890099,-109.505785,751.0,1.0,234.0,1.0,6.0,60101.0,1924.0,221.0,1163.0,4761.0,43.0,33.0,217.0,3463.0,304.0,97.0,10449.0,78.0,37.0,1372077.0,785083.0,40201259.0,1706.0,108.0,0.0,572.0,262.0,1029.0,574.0,507.0,0.0,14812.0,9935.0,NWPP,0.297287372,0.054980794,0.01079549,0.012655217
UT,49011,Davis County,88,64,26,11,176,1,6,9,281,37,13,20,19,11,1466,20,5,6,21,37,642,381,794,965,483,2302,49.0,UT,"Davis County, UT",49011.0,Davis County,41.037559,-112.201943,329292.0,12.0,174124.0,10.0,5.0,51210.0,925125.0,106662.0,102761.0,7391505.0,67441.0,100487.0,99495.0,1021431.0,90039.0,11325.0,3541267.0,26290.0,6152.0,107819696.0,38127291.0,2804792694.0,645953.0,40851.0,1134556.0,275028.0,406391.0,303658.0,194702.0,192034.0,62379.0,1163966.0,482509.0,NWPP,0.297287372,0.054980794,0.01079549,0.012655217
UT,49013,Duchesne County,8,1,12,4,44,3,7,6,61,2,2,8,2,1,949,809,6,2,4,4,32,11,29,28,18,118,49.0,UT,"Duchesne County, UT",49013.0,Duchesne County,40.289649,-110.42983,20078.0,5.0,11343.0,4.0,6.0,60504.0,67769.0,6489.0,9736.0,299102.0,2729.0,3292.0,6573.0,115679.0,9258.0,1117.0,182740.0,1357.0,445.0,12299186.0,6660724.0,348672424.0,93523.0,5915.0,1173108.0,20147.0,16445.0,34390.0,10047.0,27803.0,64498.0,132776.0,84293.0,NWPP,0.297287372,0.054980794,0.01079549,0.012655217
UT,49015,Emery County,5,1,6,8,5,254,8,7,44,9,2,8,1,260,6,13,9,4,4,5,5,2,8,4,8,19,49.0,UT,"Emery County, UT",49015.0,Emery County,39.009025,-110.7211,10570.0,3.0,3508.0,1.0,5.0,50301.0,31455.0,3646.0,4473.0,206130.0,1881.0,2507.0,3514.0,24892.0,2190.0,619.0,127539.0,947.0,319.0,14341638.0,9002013.0,442724187.0,114634.0,7250.0,93502.0,9351.0,11333.0,7400.0,7012.0,34079.0,5141.0,154825.0,113922.0,NWPP,0.297287372,0.054980794,0.01079549,0.012655217
UT,49017,Garfield County,5,6,14,3,40,2,7,6,12,4,8,2,6,1,3,5,8,7,5,7,8,4,3,3,1,2,49.0,UT,"Garfield County, UT",49017.0,Garfield County,37.831664,-111.450908,5020.0,2.0,2574.0,1.0,5.0,50201.0,15207.0,1760.0,3782.0,60973.0,556.0,512.0,1654.0,18797.0,1657.0,449.0,65778.0,488.0,173.0,6589461.0,3574104.0,190470024.0,17070.0,1080.0,43752.0,4521.0,3352.0,5588.0,3617.0,5075.0,2406.0,71136.0,45231.0,NWPP,0.297287372,0.054980794,0.01079549,0.012655217
UT,49019,Grand County,6,2,9,4,7,3,5,3,15,3,8,5,2,4,18,26,5,5,4,1,16,9,15,18,1,29,49.0,UT,"Grand County, UT",49019.0,Grand County,38.974326,-109.57345,9428.0,3.0,8832.0,3.0,5.0,50303.0,32666.0,3786.0,5033.0,251861.0,2298.0,3261.0,3820.0,34014.0,2997.0,643.0,164842.0,1224.0,369.0,14950841.0,9886135.0,462644304.0,43713.0,2764.0,210981.0,9711.0,13848.0,10112.0,9063.0,12995.0,11600.0,161402.0,125111.0,NWPP,0.297287372,0.054980794,0.01079549,0.012655217
UT,49021,Iron County,111,4,6,2,10,3,2,8,84,2,9,8,4,19,20,9,2,3,6,8,57,29,65,81,38,209,49.0,UT,"Iron County, UT",49021.0,Iron County,37.909304,-113.30674,47751.0,7.0,24463.0,5.0,5.0,50705.0,119853.0,13849.0,19993.0,891841.0,8137.0,13188.0,15210.0,139512.0,12278.0,2402.0,531034.0,3942.0,1253.0,29663930.0,17436781.0,897907521.0,292433.0,18494.0,350918.0,35631.0,49034.0,41475.0,29197.0,86937.0,19294.0,320237.0,220666.0,NWPP,0.297287372,0.054980794,0.01079549,0.012655217
UT,49023,Juab County,4,5,10,3,2,4,9,7,35,2,6,7,6,9,8,3,6,9,2,4,20,10,24,34,17,48,49.0,UT,"Juab County, UT",49023.0,Juab County,39.71412,-112.790471,10507.0,3.0,4820.0,1.0,5.0,50301.0,28180.0,3266.0,3552.0,198983.0,1815.0,2587.0,3155.0,18375.0,1619.0,457.0,90580.0,673.0,262.0,14935288.0,10571196.0,492545491.0,70404.0,4452.0,112431.0,8378.0,10940.0,5463.0,4980.0,20930.0,6182.0,161234.0,133781.0,NWPP,0.297287372,0.054980794,0.01079549,0.012655217
UT,49025,Kane County,34,8,4,2,5,3,5,2,15,4,9,9,9,1,27,4,3,5,6,3,9,9,7,4,5,40,49.0,UT,"Kane County, UT",49025.0,Kane County,37.275089,-111.815329,7216.0,2.0,5219.0,2.0,5.0,50202.0,26725.0,2836.0,5832.0,62655.0,572.0,238.0,2592.0,30893.0,2876.0,622.0,88300.0,656.0,255.0,7215613.0,3733913.0,204387183.0,154986.0,9802.0,31753.0,7945.0,3445.0,9184.0,4855.0,46075.0,1746.0,77896.0,47253.0,NWPP,0.297287372,0.054980794,0.01079549,0.012655217
UT,49027,Millard County,5,1,1,6,7,255,8,1,20,8,2,2,2,7,7,8,2,6,5,8,8,2,6,2,2,43,49.0,UT,"Millard County, UT",49027.0,Millard County,39.094535,-113.525009,12604.0,4.0,5455.0,2.0,5.0,50402.0,36560.0,4238.0,4904.0,236121.0,2154.0,3388.0,4163.0,30205.0,2661.0,731.0,145488.0,1080.0,419.0,20112146.0,13763640.0,648533015.0,199838.0,12638.0,302080.0,10869.0,12982.0,8980.0,7999.0,59409.0,16609.0,217120.0,174182.0,NWPP,0.297287372,0.054980794,0.01079549,0.012655217
UT,49029,Morgan County,27,2,12,4,46,6,6,7,5,7,1,3,5,8,6,6,3,2,2,4,24,12,26,28,14,36,49.0,UT,"Morgan County, UT",49029.0,Morgan County,41.091027,-111.577885,10645.0,3.0,3144.0,1.0,6.0,60301.0,29445.0,3413.0,3275.0,251919.0,2299.0,3208.0,3079.0,14121.0,1244.0,376.0,77129.0,573.0,215.0,4738919.0,3238177.0,155475282.0,91449.0,5783.0,100725.0,8754.0,13851.0,4198.0,4241.0,27187.0,5538.0,51159.0,40980.0,NWPP,0.297287372,0.054980794,0.01079549,0.012655217
UT,49031,Piute County,2,2,2,6,2,2,7,7,4,9,3,4,5,9,6,7,9,1,8,4,2,5,6,1,3,1,49.0,UT,"Piute County, UT",49031.0,Piute County,38.335881,-112.129375,1859.0,1.0,91.0,1.0,5.0,50101.0,4500.0,521.0,929.0,31320.0,286.0,407.0,545.0,4082.0,360.0,113.0,16874.0,125.0,49.0,1632476.0,819274.0,46423021.0,3093.0,196.0,0.0,1338.0,1722.0,1214.0,928.0,920.0,0.0,17623.0,10368.0,NWPP,0.297287372,0.054980794,0.01079549,0.012655217
UT,49033,Rich County,10,1,9,9,6,9,7,9,2,7,2,9,6,3,2,3,9,5,4,2,5,3,4,2,9,20,49.0,UT,"Rich County, UT",49033.0,Rich County,41.627598,-111.240227,2284.0,1.0,754.0,1.0,6.0,60101.0,5916.0,686.0,2877.0,32015.0,292.0,283.0,625.0,4947.0,436.0,153.0,21407.0,159.0,83.0,2836919.0,1498818.0,81492287.0,3777.0,239.0,485.0,1759.0,1760.0,1471.0,1177.0,1123.0,27.0,30626.0,18968.0,NWPP,0.297287372,0.054980794,0.01079549,0.012655217
UT,49035,Salt Lake County,1844,331,138,60,1146,5,4,59,1778,160,85,103,99,139,886,181,5,8,28,361,2891,1799,3144,3837,2007,8057,49.0,UT,"Salt Lake County, UT",49035.0,Salt Lake County,40.667883,-111.92424,1092518.0,15.0,1161621.0,15.0,5.0,51515.0,3058642.0,353812.0,374736.0,25864880.0,235994.0,371065.0,356061.0,5614262.0,494352.0,47371.0,18855394.0,139981.0,27377.0,373363018.0,139400651.0,9841052083.0,2323335.0,146931.0,11784142.0,909296.0,1422072.0,1669049.0,1036685.0,690698.0,647901.0,4030637.0,1764145.0,NWPP,0.297287372,0.054980794,0.01079549,0.012655217
UT,49037,San Juan County,7,7,4,3,4,3,1,2,30,2,6,9,5,1,161,7,1,1,6,1,12,8,13,10,4,29,49.0,UT,"San Juan County, UT",49037.0,San Juan County,37.602633,-109.791574,15540.0,4.0,5235.0,2.0,5.0,50402.0,33153.0,3843.0,5794.0,197757.0,1804.0,1487.0,3950.0,31315.0,2759.0,764.0,118426.0,879.0,267.0,14950931.0,7810411.0,423381912.0,112808.0,7134.0,784116.0,9856.0,10873.0,9310.0,6511.0,33536.0,43111.0,161403.0,98842.0,NWPP,0.297287372,0.054980794,0.01079549,0.012655217
UT,49039,Sanpete County,8,8,5,4,7,2,2,4,9,5,3,4,8,8,63,16,23,3,9,6,22,12,26,29,15,118,49.0,UT,"Sanpete County, UT",49039.0,Sanpete County,39.382531,-111.572883,28551.0,6.0,9849.0,3.0,5.0,50603.0,69559.0,8063.0,10452.0,503572.0,4595.0,7413.0,8082.0,37824.0,3333.0,1023.0,209129.0,1553.0,587.0,10005231.0,4832074.0,278648782.0,128246.0,8110.0,411195.0,20679.0,27687.0,11245.0,11498.0,38126.0,22608.0,108011.0,61151.0,NWPP,0.297287372,0.054980794,0.01079549,0.012655217
UT,49041,Sevier County,22,4,2,7,7,6,3,5,67,4,3,2,3,521,2,8,5,7,6,3,22,12,25,30,396,201,49.0,UT,"Sevier County, UT",49041.0,Sevier County,38.746824,-111.81193,20913.0,5.0,12934.0,4.0,5.0,50504.0,58789.0,6810.0,8475.0,443697.0,4048.0,6548.0,7121.0,47139.0,4154.0,1205.0,227265.0,1687.0,632.0,13087803.0,8112553.0,403605693.0,60345.0,3816.0,131858.0,17477.0,24395.0,14014.0,12495.0,17940.0,7250.0,141289.0,102666.0,NWPP,0.297287372,0.054980794,0.01079549,0.012655217
UT,49043,Summit County,1,2,11,5,61,6,9,11,65,3,6,6,6,6,1,6,34,9,7,1,85,48,105,122,62,196,49.0,UT,"Summit County, UT",49043.0,Summit County,40.87206,-110.968486,39009.0,7.0,55130.0,7.0,6.0,60707.0,136101.0,15760.0,27023.0,1231531.0,11237.0,14703.0,14542.0,237704.0,20936.0,2475.0,1184792.0,8796.0,1351.0,30400493.0,19146977.0,942113324.0,34272.0,2167.0,152130.0,40461.0,67711.0,70666.0,65141.0,10189.0,8364.0,328188.0,242309.0,NWPP,0.297287372,0.054980794,0.01079549,0.012655217
UT,49045,Tooele County,7,6,9,4,4,7,2,7,111,2,2,2,7,6,31,9,3,8,4,7,51,23,61,67,40,312,49.0,UT,"Tooele County, UT",49045.0,Tooele County,40.467753,-113.123979,61986.0,8.0,21431.0,5.0,5.0,50805.0,176948.0,20510.0,20305.0,1281761.0,11695.0,19251.0,19066.0,133561.0,11768.0,1608.0,422270.0,3135.0,894.0,29967569.0,18131374.0,925021578.0,153407.0,9702.0,4318957.0,52604.0,70472.0,39706.0,23217.0,45606.0,237460.0,323515.0,229456.0,NWPP,0.297287372,0.054980794,0.01079549,0.012655217
UT,49047,Uintah County,117,5,2,5,12,113,10,5,170,6,9,5,3,8,1465,388,9,9,2,8,50,23,49,55,30,195,49.0,UT,"Uintah County, UT",49047.0,Uintah County,40.125887,-109.517748,36308.0,6.0,17945.0,5.0,6.0,60605.0,118155.0,9258.0,12968.0,602199.0,5495.0,7707.0,10722.0,184380.0,14453.0,2007.0,369147.0,2741.0,782.0,15612250.0,8043528.0,437714457.0,133063.0,8415.0,2904125.0,35126.0,33109.0,54814.0,20296.0,39558.0,159671.0,168542.0,101793.0,NWPP,0.297287372,0.054980794,0.01079549,0.012655217
UT,49049,Utah County,4875,140,67,28,495,7,4,24,747,102,35,51,49,17,26,515,2,9,32,55,1283,802,1499,1710,896,2720,49.0,UT,"Utah County, UT",49049.0,Utah County,40.120425,-111.668508,564177.0,13.0,407970.0,12.0,5.0,51312.0,1448338.0,164249.0,157755.0,10824715.0,98766.0,154494.0,151342.0,1578285.0,139391.0,19537.0,6050944.0,44922.0,11136.0,185844557.0,71618814.0,4968001066.0,1401627.0,88641.0,6040053.0,430573.0,595151.0,469204.0,332686.0,416686.0,332087.0,2006283.0,906352.0,NWPP,0.297287372,0.054980794,0.01079549,0.012655217
UT,49051,Wasatch County,8,3,2,3,19,4,9,9,700,29,17,5,2,1,6,9,3,4,7,7,53,32,63,75,35,136,49.0,UT,"Wasatch County, UT",49051.0,Wasatch County,40.334884,-111.161568,27895.0,6.0,13372.0,4.0,6.0,60604.0,79438.0,9173.0,13343.0,626090.0,5713.0,8389.0,8693.0,88436.0,7789.0,1709.0,240821.0,1788.0,729.0,15540212.0,7499947.0,435357359.0,24482.0,1548.0,20981.0,23616.0,34423.0,26291.0,13241.0,7278.0,1154.0,167764.0,94913.0,NWPP,0.297287372,0.054980794,0.01079549,0.012655217
UT,49053,Washington County,4,22,29,4,160,3,25,16,242,66,13,11,11,1,105,9,2,9,4,14,292,163,375,447,206,1243,49.0,UT,"Washington County, UT",49053.0,Washington County,37.262531,-113.4878,151959.0,10.0,98089.0,9.0,3.0,31009.0,585386.0,64023.0,62026.0,2205179.0,20120.0,35263.0,50256.0,562600.0,49783.0,7519.0,1093918.0,8121.0,3223.0,59493726.0,24525961.0,1602114185.0,51462.0,3255.0,135444.0,174028.0,121243.0,167254.0,60144.0,15299.0,7447.0,642264.0,310381.0,NWPP,0.297287372,0.054980794,0.01079549,0.012655217
UT,49055,Wayne County,8,5,8,9,8,8,4,9,22,7,5,7,4,4,2,8,5,4,7,3,8,9,2,10,8,16,49.0,UT,"Wayne County, UT",49055.0,Wayne County,38.25984,-110.990877,2716.0,1.0,1088.0,1.0,5.0,50101.0,9658.0,1118.0,1608.0,28498.0,260.0,53.0,978.0,6982.0,616.0,181.0,21354.0,159.0,59.0,2494956.0,1406153.0,73029450.0,7638.0,483.0,3583.0,2871.0,1567.0,2076.0,1174.0,2271.0,197.0,26934.0,17795.0,NWPP,0.297287372,0.054980794,0.01079549,0.012655217
UT,49057,Weber County,114,35,17,1,111,3,5,1,296,24,9,10,10,4,28,5,7,5,1,24,542,312,639,787,398,3696,49.0,UT,"Weber County, UT",49057.0,Weber County,41.270328,-111.876794,241328.0,11.0,155048.0,10.0,5.0,51110.0,665987.0,77195.0,87498.0,5830540.0,53198.0,83138.0,80159.0,926273.0,81612.0,9897.0,3328550.0,24711.0,5562.0,66457865.0,25457601.0,1763440588.0,354743.0,22434.0,2839801.0,197990.0,320568.0,275369.0,183006.0,105461.0,156135.0,717445.0,322171.0,NWPP,0.297287372,0.054980794,0.01079549,0.012655217
VT,50001,Addison County,24,13,6,8,2,7,9,7,14,5,7,12,4,10,16,5,117,8,33,9,76,105,151,84,70,124,50.0,VT,"Addison County, VT",50001.0,Addison County,44.031248,-73.141581,36926.0,6.0,24446.0,5.0,6.0,60605.0,103291.0,17859.0,16057.0,21163.0,299.0,218.0,14429.0,77429.0,11115.0,3066.0,0.0,0.0,0.0,13521199.0,2911359.0,335091703.0,35445.0,3628.0,71908.0,26411.0,1164.0,19799.0,0.0,9063.0,3954.0,145968.0,36844.0,NEWE,0.255697521,0.054980794,0.01079549,0.012655217
VT,50003,Bennington County,20,3,3,9,4,8,2,8,50,8,7,5,7,5,15,2,24,5,157,7,70,89,115,65,57,274,50.0,VT,"Bennington County, VT",50003.0,Bennington County,43.035325,-73.11146,36503.0,6.0,29780.0,6.0,6.0,60606.0,108061.0,18656.0,19796.0,19433.0,275.0,384.0,15399.0,177382.0,25455.0,3706.0,0.0,0.0,0.0,19778812.0,4378104.0,492593156.0,26289.0,2691.0,13979.0,27631.0,1068.0,45356.0,0.0,6722.0,769.0,213522.0,55406.0,NEWE,0.255697521,0.054980794,0.01079549,0.012655217
